nuclide   ,mass                ,uncertainty         ,Year/link 
121In     ,120.907852778       ,0.000029435         ,2020      
121Sn     ,120.904243488       ,0.000001050         ,2020      
121Sb     ,120.903811353       ,0.000002690         ,2020      
121Te     ,120.904945065       ,0.000027734         ,2020      
121I      ,120.907411492       ,0.000005070         ,2020      
121Xe     ,120.911453012       ,0.000010995         ,2020      
121Cs     ,120.917227235       ,0.000015340         ,2020      
121Ba     ,120.924052286       ,0.000152333         ,2020      
121La     ,120.933236          ,0.000322            ,2020      
121Ce     ,120.943435          ,0.000430            ,2020      
121Pr     ,120.955393          ,0.000537            ,2020      
122Tc     ,121.971760          ,0.000322            ,2020      
122Ru     ,121.955147          ,0.000537            ,2020      
122Rh     ,121.944305          ,0.000322            ,2020      
122Pd     ,121.930631693       ,0.000021000         ,2020      
122Ag     ,121.923664446       ,0.000041000         ,2020      
122Cd     ,121.913459050       ,0.000002468         ,2020      
122In     ,121.910282458       ,0.000053741         ,2020      
122Sn     ,121.903445494       ,0.000002627         ,2020      
122Sb     ,121.905169335       ,0.000002687         ,2020      
122Te     ,121.903044708       ,0.000001456         ,2020      
122I      ,121.907590094       ,0.000005561         ,2020      
122Xe     ,121.908367655       ,0.000011928         ,2020      
122Cs     ,121.916108144       ,0.000036164         ,2020      
122Ba     ,121.919904000       ,0.000030000         ,2020      
122La     ,121.930710          ,0.000320            ,2020      
122Ce     ,121.937870          ,0.000430            ,2020      
122Pr     ,121.951927          ,0.000537            ,2020      
123Ru     ,122.960762          ,0.000537            ,2020      
123Rh     ,122.947192          ,0.000429            ,2020      
123Pd     ,122.935126000       ,0.000847500         ,2020      
123Ag     ,122.925315060       ,0.000035000         ,2020      
123Cd     ,122.916892460       ,0.000002894         ,2020      
123In     ,122.910435252       ,0.000021290         ,2020      
123Sn     ,122.905727065       ,0.000002661         ,2020      
123Sb     ,122.904215292       ,0.000001456         ,2020      
123Te     ,122.904271022       ,0.000001454         ,2020      
123I      ,122.905589753       ,0.000003956         ,2020      
123Xe     ,122.908482235       ,0.000010234         ,2020      
123Cs     ,122.912996060       ,0.000013000         ,2020      
123Ba     ,122.918781060       ,0.000013000         ,2020      
123La     ,122.926300          ,0.000210            ,2020      
123Ce     ,122.935280          ,0.000320            ,2020      
123Pr     ,122.946076          ,0.000429            ,2020      
124Ru     ,123.963940          ,0.000644            ,2020      
124Rh     ,123.952002          ,0.000429            ,2020      
124Pd     ,123.937305          ,0.000322            ,2020      
124Ag     ,123.928899227       ,0.000270000         ,2020      
124Cd     ,123.917659772       ,0.000002800         ,2020      
124In     ,123.913184873       ,0.000032808         ,2020      
124Sn     ,123.905279619       ,0.000001410         ,2020      
124Sb     ,123.905937065       ,0.000001457         ,2020      
124Te     ,123.902818341       ,0.000001451         ,2020      
124I      ,123.906210297       ,0.000002467         ,2020      
124Xe     ,123.905885174       ,0.000001457         ,2020      
124Cs     ,123.912247366       ,0.000009823         ,2020      
124Ba     ,123.915093627       ,0.000013416         ,2020      
124La     ,123.924574275       ,0.000060836         ,2020      
124Ce     ,123.930310          ,0.000320            ,2020      
124Pr     ,123.942940          ,0.000430            ,2020      
124Nd     ,123.951873          ,0.000537            ,2020      
125Ru     ,124.969544          ,0.000322            ,2020      
125Rh     ,124.955094          ,0.000537            ,2020      
125Pd     ,124.942072          ,0.000429            ,2020      
125Ag     ,124.930735000       ,0.000465000         ,2020      
125Cd     ,124.921257590       ,0.000003100         ,2020      
125In     ,124.913673841       ,0.000001900         ,2020      
125Sn     ,124.907789370       ,0.000001426         ,2020      
125Sb     ,124.905254264       ,0.000002700         ,2020      
125Te     ,124.904431178       ,0.000001451         ,2020      
125I      ,124.904630610       ,0.000001452         ,2020      
125Xe     ,124.906387640       ,0.000001518         ,2020      
125Cs     ,124.909725953       ,0.000008304         ,2020      
125Ba     ,124.914471840       ,0.000011800         ,2020      
125La     ,124.920815931       ,0.000027909         ,2020      
125Ce     ,124.928440          ,0.000210            ,2020      
125Pr     ,124.937659          ,0.000322            ,2020      
125Nd     ,124.948395          ,0.000429            ,2020      
126Rh     ,125.960064          ,0.000537            ,2020      
126Pd     ,125.944401          ,0.000429            ,2020      
126Ag     ,125.934814          ,0.000215            ,2020      
126Cd     ,125.922430290       ,0.000002473         ,2020      
126In     ,125.916468202       ,0.000004500         ,2020      
126Sn     ,125.907658958       ,0.000011473         ,2020      
126Sb     ,125.907253158       ,0.000034189         ,2020      
126Te     ,125.903312144       ,0.000001453         ,2020      
126I      ,125.905624205       ,0.000004055         ,2020      
126Xe     ,125.904297422       ,0.000000006         ,2020      
126Cs     ,125.909445821       ,0.000011120         ,2020      
126Ba     ,125.911250202       ,0.000013416         ,2020      
126La     ,125.919512667       ,0.000097163         ,2020      
126Ce     ,125.923971000       ,0.000030000         ,2020      
126Pr     ,125.935240          ,0.000210            ,2020      
126Nd     ,125.942694          ,0.000322            ,2020      
126Pm     ,125.957327          ,0.000537            ,2020      
127Rh     ,126.963789          ,0.000644            ,2020      
127Pd     ,126.949307          ,0.000537            ,2020      
127Ag     ,126.937037          ,0.000215            ,2020      
127Cd     ,126.926203291       ,0.000006656         ,2020      
127In     ,126.917466040       ,0.000010736         ,2020      
127Sn     ,126.910391726       ,0.000009904         ,2020      
127Sb     ,126.906925557       ,0.000005457         ,2020      
127Te     ,126.905226993       ,0.000001465         ,2020      
127I      ,126.904472592       ,0.000003887         ,2020      
127Xe     ,126.905183636       ,0.000004388         ,2020      
127Cs     ,126.907417527       ,0.000005987         ,2020      
127Ba     ,126.911091272       ,0.000012192         ,2020      
127La     ,126.916375083       ,0.000027912         ,2020      
127Ce     ,126.922727000       ,0.000031000         ,2020      
127Pr     ,126.930710          ,0.000210            ,2020      
127Nd     ,126.939978          ,0.000322            ,2020      
127Pm     ,126.951358          ,0.000429            ,2020      
128Rh     ,127.970649          ,0.000322            ,2020      
128Pd     ,127.952345          ,0.000537            ,2020      
128Ag     ,127.941266          ,0.000322            ,2020      
128Cd     ,127.927816778       ,0.000006905         ,2020      
128In     ,127.920353637       ,0.000001419         ,2020      
128Sn     ,127.910507828       ,0.000018982         ,2020      
128Sb     ,127.909146121       ,0.000020169         ,2020      
128Te     ,127.904461237       ,0.000000758         ,2020      
128I      ,127.905809355       ,0.000003887         ,2020      
128Xe     ,127.90353075341     ,0.00000000558       ,2020      
128Cs     ,127.907748452       ,0.000005771         ,2020      
128Ba     ,127.908352446       ,0.000001728         ,2020      
128La     ,127.915592123       ,0.000058452         ,2020      
128Ce     ,127.918911000       ,0.000030000         ,2020      
128Pr     ,127.928791000       ,0.000032000         ,2020      
128Nd     ,127.935018          ,0.000215            ,2020      
128Pm     ,127.948234          ,0.000322            ,2020      
128Sm     ,127.957971          ,0.000537            ,2020      
129Pd     ,128.959334          ,0.000644            ,2020      
129Ag     ,128.944315          ,0.000429            ,2020      
129Cd     ,128.932235597       ,0.000005700         ,2020      
129In     ,128.921808534       ,0.000002116         ,2020      
129Sn     ,128.913482440       ,0.000018540         ,2020      
129Sb     ,128.909146623       ,0.000022786         ,2020      
129Te     ,128.906596419       ,0.000000763         ,2020      
129I      ,128.904983643       ,0.000003385         ,2020      
129Xe     ,128.90478085742     ,0.00000000542       ,2020      
129Cs     ,128.906065910       ,0.000004888         ,2020      
129Ba     ,128.908683409       ,0.000011276         ,2020      
129La     ,128.912695592       ,0.000022913         ,2020      
129Ce     ,128.918102000       ,0.000030000         ,2020      
129Pr     ,128.925095000       ,0.000032000         ,2020      
129Nd     ,128.933038          ,0.000217            ,2020      
129Pm     ,128.942909          ,0.000322            ,2020      
129Sm     ,128.954557          ,0.000537            ,2020      
130Pd     ,129.964863          ,0.000322            ,2020      
130Ag     ,129.950727          ,0.000455            ,2020      
130Cd     ,129.934387563       ,0.000024000         ,2020      
130In     ,129.924952257       ,0.000001921         ,2020      
130Sn     ,129.913974531       ,0.000002010         ,2020      
130Sb     ,129.911662686       ,0.000015257         ,2020      
130Te     ,129.906222745       ,0.000000011         ,2020      
130I      ,129.906670168       ,0.000003385         ,2020      
130Xe     ,129.903509346       ,0.000000010         ,2020      
130Cs     ,129.906709281       ,0.000008971         ,2020      
130Ba     ,129.906326002       ,0.000000308         ,2020      
130La     ,129.912369413       ,0.000027854         ,2020      
130Ce     ,129.914736000       ,0.000030000         ,2020      
130Pr     ,129.923590000       ,0.000069000         ,2020      
130Nd     ,129.928506000       ,0.000030000         ,2020      
130Pm     ,129.940451          ,0.000215            ,2020      
130Sm     ,129.948792          ,0.000429            ,2020      
130Eu     ,129.964022          ,0.000578            ,2020      
131Pd     ,130.972367          ,0.000322            ,2020      
131Ag     ,130.956253          ,0.000537            ,2020      
131Cd     ,130.940727740       ,0.000020653         ,2020      
131In     ,130.926972839       ,0.000002367         ,2020      
131Sn     ,130.917053067       ,0.000003887         ,2020      
131Sb     ,130.911989339       ,0.000002236         ,2020      
131Te     ,130.908522210       ,0.000000065         ,2020      
